Time (s)	Extension	Load
 52.0000	-3.280E+0	5.360E-3
 53.0000	-3.350E+0	5.360E-3
 54.0000	-3.420E+0	5.360E-3
 55.0000	-3.480E+0	8.050E-3
 56.0000	-3.550E+0	5.360E-3
 57.0000	-3.620E+0	5.360E-3
 58.0000	-3.680E+0	5.360E-3
 59.0000	-3.750E+0	5.360E-3
 60.0000	-3.820E+0	8.050E-3
 61.0000	-3.880E+0	8.050E-3
 62.0000	-3.950E+0	8.050E-3
 63.0000	-4.020E+0	8.050E-3
 64.0000	-4.080E+0	8.050E-3
 65.0000	-4.150E+0	8.050E-3
 66.0000	-4.220E+0	10.730E-3
 67.0000	-4.280E+0	10.730E-3
 68.0000	-4.350E+0	10.730E-3
 69.0000	-4.420E+0	10.730E-3
 70.0000	-4.480E+0	10.730E-3
 71.0000	-4.550E+0	10.730E-3
 72.0000	-4.620E+0	5.360E-3
 73.0000	-4.680E+0	-187.900E-3
 74.0000	-4.750E+0	-475.200E-3
 75.0000	-4.820E+0	-834.900E-3
 76.0000	-4.880E+0	-1.254E+0
 77.0000	-4.950E+0	-1.721E+0
 78.0000	-5.020E+0	-2.260E+0
 79.0000	-5.080E+0	-2.856E+0
 80.0000	-5.150E+0	-3.482E+0
 81.0000	-5.220E+0	-4.145E+0
 82.0000	-5.280E+0	-4.832E+0
 83.0000	-5.350E+0	-5.527E+0
 84.0000	-5.420E+0	-6.225E+0
 85.0000	-5.480E+0	-6.910E+0
 86.0000	-5.550E+0	-7.568E+0
 87.0000	-5.620E+0	-8.201E+0
 88.0000	-5.680E+0	-8.805E+0
 89.0000	-5.750E+0	-9.382E+0
 90.0000	-5.820E+0	-9.927E+0
 91.0000	-5.880E+0	-10.440E+0
 92.0000	-5.950E+0	-10.920E+0
 93.0000	-6.020E+0	-11.360E+0
 94.0000	-6.080E+0	-11.770E+0
 95.0000	-6.150E+0	-12.160E+0
 96.0000	-6.220E+0	-12.520E+0
 97.0000	-6.280E+0	-12.850E+0
 98.0000	-6.350E+0	-13.150E+0
 99.0000	-6.420E+0	-13.430E+0
100.0000	-6.480E+0	-13.690E+0
101.0000	-6.550E+0	-13.920E+0
102.0000	-6.620E+0	-14.140E+0
103.0000	-6.680E+0	-14.320E+0
104.0000	-6.750E+0	-14.500E+0
105.0000	-6.820E+0	-14.650E+0
106.0000	-6.880E+0	-14.780E+0
107.0000	-6.950E+0	-14.890E+0
108.0000	-7.020E+0	-14.990E+0
109.0000	-7.080E+0	-15.060E+0
110.0000	-7.150E+0	-15.110E+0
111.0000	-7.220E+0	-15.150E+0
112.0000	-7.280E+0	-15.150E+0
113.0000	-7.350E+0	-15.100E+0
114.0000	-7.420E+0	-15.010E+0
115.0000	-7.480E+0	-14.880E+0
116.0000	-7.550E+0	-14.700E+0
117.0000	-7.620E+0	-14.390E+0
118.0000	-7.680E+0	-13.930E+0
119.0000	-7.750E+0	-13.450E+0
120.0000	-7.820E+0	-12.860E+0
121.0000	-7.880E+0	-12.180E+0
122.0000	-7.950E+0	-11.410E+0
123.0000	-8.020E+0	-10.580E+0
124.0000	-8.080E+0	-10.070E+0
125.0000	-8.150E+0	-9.659E+0
126.0000	-8.220E+0	-9.262E+0
127.0000	-8.280E+0	-8.843E+0
128.0000	-8.350E+0	-8.075E+0
129.0000	-8.420E+0	-7.570E+0
130.0000	-8.480E+0	-7.197E+0
131.0000	-8.550E+0	-6.875E+0
132.0000	-8.620E+0	-6.550E+0
133.0000	-8.680E+0	-6.290E+0
134.0000	-8.750E+0	-5.987E+0
135.0000	-8.820E+0	-5.697E+0
136.0000	-8.880E+0	-5.476E+0
137.0000	-8.950E+0	-5.267E+0
138.0000	-9.020E+0	-4.991E+0
139.0000	-9.080E+0	-4.800E+0
140.0000	-9.150E+0	-4.687E+0
141.0000	-9.220E+0	-4.607E+0
142.0000	-9.280E+0	-4.556E+0
143.0000	-9.350E+0	-4.507E+0
144.0000	-9.420E+0	-4.454E+0
145.0000	-9.480E+0	-4.392E+0
146.0000	-9.550E+0	-4.330E+0
147.0000	-9.620E+0	-4.282E+0
148.0000	-9.680E+0	-4.231E+0
149.0000	-9.750E+0	-4.185E+0
150.0000	-9.820E+0	-4.132E+0
151.0000	-9.880E+0	-4.097E+0
152.0000	-9.950E+0	-4.059E+0
153.0000	-10.020E+0	-4.011E+0
154.0000	-10.080E+0	-3.960E+0
155.0000	-10.150E+0	-3.917E+0
156.0000	-10.220E+0	-3.868E+0
157.0000	-10.280E+0	-3.823E+0
