Time (s)	Extension	Load
 92.0000	-5.870E+0	-13.000E+0
 93.0000	-5.940E+0	-13.210E+0
 94.0000	-6.000E+0	-13.400E+0
 95.0000	-6.070E+0	-13.540E+0
 96.0000	-6.140E+0	-13.620E+0
 97.0000	-6.200E+0	-13.540E+0
 98.0000	-6.270E+0	-13.230E+0
 99.0000	-6.340E+0	-12.170E+0
100.0000	-6.400E+0	-11.080E+0
101.0000	-6.470E+0	-10.520E+0
102.0000	-6.540E+0	-10.150E+0
103.0000	-6.600E+0	-9.831E+0
104.0000	-6.670E+0	-9.675E+0
105.0000	-6.740E+0	-9.568E+0
106.0000	-6.800E+0	-9.455E+0
107.0000	-6.870E+0	-9.149E+0
108.0000	-6.940E+0	-8.945E+0
109.0000	-7.000E+0	-8.795E+0
110.0000	-7.070E+0	-8.765E+0
111.0000	-7.140E+0	-8.749E+0
112.0000	-7.200E+0	-8.631E+0
113.0000	-7.270E+0	-8.325E+0
114.0000	-7.340E+0	-8.032E+0
115.0000	-7.400E+0	-7.603E+0
116.0000	-7.470E+0	-7.221E+0
117.0000	-7.540E+0	-6.902E+0
118.0000	-7.600E+0	-6.607E+0
119.0000	-7.670E+0	-6.373E+0
120.0000	-7.740E+0	-6.172E+0
121.0000	-7.800E+0	-5.957E+0
122.0000	-7.870E+0	-5.718E+0
123.0000	-7.940E+0	-5.511E+0
124.0000	-8.000E+0	-5.197E+0
125.0000	-8.070E+0	-4.958E+0
126.0000	-8.140E+0	-4.741E+0
127.0000	-8.200E+0	-4.596E+0
128.0000	-8.270E+0	-4.462E+0
129.0000	-8.340E+0	-4.346E+0
130.0000	-8.400E+0	-4.242E+0
131.0000	-8.470E+0	-4.129E+0
