Time (s)	Extension	Load
 53.0000	-3.250E+0	16.100E-3
 54.0000	-3.320E+0	16.100E-3
 55.0000	-3.390E+0	16.100E-3
 56.0000	-3.450E+0	16.100E-3
 57.0000	-3.520E+0	16.100E-3
 58.0000	-3.590E+0	16.100E-3
 59.0000	-3.650E+0	16.100E-3
 60.0000	-3.720E+0	16.100E-3
 61.0000	-3.790E+0	16.100E-3
 62.0000	-3.850E+0	16.100E-3
 63.0000	-3.920E+0	16.100E-3
 64.0000	-3.990E+0	16.100E-3
 65.0000	-4.050E+0	16.100E-3
 66.0000	-4.120E+0	16.100E-3
 67.0000	-4.190E+0	16.100E-3
 68.0000	-4.250E+0	16.100E-3
 69.0000	-4.320E+0	13.420E-3
 70.0000	-4.390E+0	10.730E-3
 71.0000	-4.450E+0	-26.850E-3
 72.0000	-4.520E+0	-80.540E-3
 73.0000	-4.590E+0	-171.800E-3
 74.0000	-4.650E+0	-340.900E-3
 75.0000	-4.720E+0	-612.100E-3
 76.0000	-4.790E+0	-953.000E-3
 77.0000	-4.850E+0	-1.332E+0
 78.0000	-4.920E+0	-1.753E+0
 79.0000	-4.990E+0	-2.225E+0
 80.0000	-5.050E+0	-2.727E+0
 81.0000	-5.120E+0	-3.238E+0
 82.0000	-5.190E+0	-3.750E+0
 83.0000	-5.250E+0	-4.276E+0
 84.0000	-5.320E+0	-4.808E+0
 85.0000	-5.390E+0	-5.350E+0
 86.0000	-5.450E+0	-5.887E+0
 87.0000	-5.520E+0	-6.411E+0
 88.0000	-5.590E+0	-6.929E+0
 89.0000	-5.650E+0	-7.431E+0
 90.0000	-5.720E+0	-7.909E+0
 91.0000	-5.790E+0	-8.362E+0
 92.0000	-5.850E+0	-8.792E+0
 93.0000	-5.920E+0	-9.203E+0
 94.0000	-5.990E+0	-9.621E+0
 95.0000	-6.050E+0	-9.986E+0
 96.0000	-6.120E+0	-10.310E+0
 97.0000	-6.190E+0	-10.590E+0
 98.0000	-6.250E+0	-10.830E+0
 99.0000	-6.320E+0	-11.030E+0
100.0000	-6.390E+0	-11.170E+0
101.0000	-6.450E+0	-11.240E+0
102.0000	-6.520E+0	-11.250E+0
103.0000	-6.590E+0	-11.210E+0
104.0000	-6.650E+0	-11.080E+0
105.0000	-6.720E+0	-10.940E+0
106.0000	-6.790E+0	-10.790E+0
107.0000	-6.850E+0	-10.680E+0
108.0000	-6.920E+0	-10.460E+0
109.0000	-6.990E+0	-9.831E+0
110.0000	-7.050E+0	-9.546E+0
111.0000	-7.120E+0	-9.423E+0
112.0000	-7.190E+0	-9.358E+0
113.0000	-7.250E+0	-9.315E+0
114.0000	-7.320E+0	-9.374E+0
115.0000	-7.390E+0	-9.444E+0
116.0000	-7.450E+0	-9.482E+0
117.0000	-7.520E+0	-9.509E+0
118.0000	-7.590E+0	-9.503E+0
119.0000	-7.650E+0	-9.476E+0
120.0000	-7.720E+0	-9.417E+0
121.0000	-7.790E+0	-9.299E+0
122.0000	-7.850E+0	-9.144E+0
123.0000	-7.920E+0	-8.961E+0
124.0000	-7.990E+0	-8.719E+0
125.0000	-8.050E+0	-8.456E+0
126.0000	-8.120E+0	-8.161E+0
127.0000	-8.190E+0	-7.831E+0
128.0000	-8.250E+0	-7.471E+0
129.0000	-8.320E+0	-7.130E+0
130.0000	-8.390E+0	-6.795E+0
131.0000	-8.450E+0	-6.540E+0
132.0000	-8.520E+0	-6.290E+0
133.0000	-8.590E+0	-6.070E+0
134.0000	-8.650E+0	-5.876E+0
135.0000	-8.720E+0	-5.715E+0
136.0000	-8.790E+0	-5.536E+0
137.0000	-8.850E+0	-5.380E+0
138.0000	-8.920E+0	-5.272E+0
139.0000	-8.990E+0	-5.130E+0
140.0000	-9.050E+0	-4.985E+0
141.0000	-9.120E+0	-4.709E+0
142.0000	-9.190E+0	-4.521E+0
143.0000	-9.250E+0	-4.387E+0
