Time (s)	Extension	Load
 71.0000	-4.560E+0	-10.150E+0
 72.0000	-4.630E+0	-10.380E+0
 73.0000	-4.690E+0	-10.580E+0
 74.0000	-4.760E+0	-10.760E+0
 75.0000	-4.830E+0	-10.930E+0
 76.0000	-4.900E+0	-11.070E+0
 77.0000	-4.960E+0	-11.170E+0
 78.0000	-5.030E+0	-11.240E+0
 79.0000	-5.090E+0	-11.280E+0
 80.0000	-5.160E+0	-11.310E+0
 81.0000	-5.230E+0	-11.290E+0
 82.0000	-5.300E+0	-11.180E+0
 83.0000	-5.360E+0	-10.910E+0
 84.0000	-5.430E+0	-10.710E+0
 85.0000	-5.500E+0	-10.540E+0
 86.0000	-5.560E+0	-10.480E+0
 87.0000	-5.630E+0	-10.480E+0
 88.0000	-5.700E+0	-10.500E+0
 89.0000	-5.760E+0	-10.490E+0
 90.0000	-5.830E+0	-10.410E+0
 91.0000	-5.900E+0	-10.330E+0
 92.0000	-5.960E+0	-10.250E+0
 93.0000	-6.030E+0	-10.170E+0
 94.0000	-6.100E+0	-10.070E+0
 95.0000	-6.160E+0	-9.933E+0
 96.0000	-6.230E+0	-9.772E+0
 97.0000	-6.290E+0	-9.552E+0
 98.0000	-6.360E+0	-9.235E+0
 99.0000	-6.430E+0	-8.897E+0
100.0000	-6.490E+0	-8.545E+0
101.0000	-6.560E+0	-8.335E+0
102.0000	-6.630E+0	-8.115E+0
103.0000	-6.690E+0	-7.890E+0
104.0000	-6.760E+0	-7.527E+0
105.0000	-6.830E+0	-7.135E+0
106.0000	-6.890E+0	-6.679E+0
107.0000	-6.960E+0	-6.370E+0
108.0000	-7.030E+0	-6.123E+0
109.0000	-7.100E+0	-5.936E+0
110.0000	-7.160E+0	-5.756E+0
111.0000	-7.230E+0	-5.562E+0
112.0000	-7.300E+0	-5.093E+0
113.0000	-7.360E+0	-4.754E+0
114.0000	-7.430E+0	-4.564E+0
115.0000	-7.500E+0	-4.381E+0
116.0000	-7.560E+0	-3.844E+0
117.0000	-7.630E+0	-3.527E+0
118.0000	-7.690E+0	-3.377E+0
119.0000	-7.760E+0	-3.302E+0
120.0000	-7.830E+0	-3.235E+0
121.0000	-7.890E+0	-3.187E+0
122.0000	-7.960E+0	-3.136E+0
123.0000	-8.030E+0	-3.095E+0
124.0000	-8.090E+0	-3.050E+0
125.0000	-8.160E+0	-3.004E+0
126.0000	-8.230E+0	-2.958E+0
127.0000	-8.290E+0	-2.910E+0
128.0000	-8.360E+0	-2.881E+0
129.0000	-8.430E+0	-2.859E+0
130.0000	-8.490E+0	-2.843E+0
131.0000	-8.560E+0	-2.827E+0
132.0000	-8.630E+0	-2.811E+0
133.0000	-8.690E+0	-2.792E+0
134.0000	-8.760E+0	-2.765E+0
135.0000	-8.830E+0	-2.754E+0
136.0000	-8.890E+0	-2.741E+0
137.0000	-8.960E+0	-2.727E+0
138.0000	-9.030E+0	-2.706E+0
139.0000	-9.090E+0	-2.698E+0
140.0000	-9.160E+0	-2.693E+0
141.0000	-9.230E+0	-2.685E+0
142.0000	-9.290E+0	-2.671E+0
143.0000	-9.360E+0	-2.652E+0
144.0000	-9.430E+0	-2.634E+0
145.0000	-9.490E+0	-2.628E+0
146.0000	-9.560E+0	-2.625E+0
147.0000	-9.630E+0	-2.623E+0
148.0000	-9.690E+0	-2.623E+0
149.0000	-9.760E+0	-2.623E+0
150.0000	-9.830E+0	-2.625E+0
151.0000	-9.890E+0	-2.623E+0
152.0000	-9.960E+0	-2.631E+0
153.0000	-10.030E+0	-2.625E+0
154.0000	-10.090E+0	-2.631E+0
155.0000	-10.160E+0	-2.639E+0
156.0000	-10.230E+0	-2.623E+0
157.0000	-10.290E+0	-2.623E+0
158.0000	-10.360E+0	-2.631E+0
159.0000	-10.430E+0	-2.607E+0
160.0000	-10.490E+0	-2.620E+0
161.0000	-10.560E+0	-2.639E+0
162.0000	-10.630E+0	-2.650E+0
163.0000	-10.690E+0	-2.679E+0
164.0000	-10.760E+0	-2.706E+0
165.0000	-10.830E+0	-2.738E+0
166.0000	-10.890E+0	-2.760E+0
167.0000	-10.960E+0	-2.781E+0
168.0000	-11.030E+0	-2.795E+0
169.0000	-11.090E+0	-2.803E+0
170.0000	-11.160E+0	-2.827E+0
171.0000	-11.230E+0	-2.854E+0
172.0000	-11.290E+0	-2.878E+0
173.0000	-11.360E+0	-2.899E+0
174.0000	-11.430E+0	-2.921E+0
175.0000	-11.490E+0	-2.950E+0
176.0000	-11.560E+0	-2.985E+0
177.0000	-11.630E+0	-3.009E+0
178.0000	-11.690E+0	-3.047E+0
179.0000	-11.760E+0	-3.098E+0
180.0000	-11.830E+0	-3.122E+0
181.0000	-11.890E+0	-3.173E+0
182.0000	-11.960E+0	-3.227E+0
183.0000	-12.030E+0	-3.267E+0
184.0000	-12.090E+0	-3.289E+0
185.0000	-12.160E+0	-3.326E+0
186.0000	-12.230E+0	-3.380E+0
187.0000	-12.290E+0	-3.444E+0
188.0000	-12.360E+0	-3.514E+0
189.0000	-12.430E+0	-3.587E+0
190.0000	-12.490E+0	-3.651E+0
191.0000	-12.560E+0	-3.705E+0
192.0000	-12.630E+0	-3.758E+0
193.0000	-12.690E+0	-3.815E+0
194.0000	-12.760E+0	-3.855E+0
195.0000	-12.830E+0	-3.874E+0
196.0000	-12.890E+0	-3.909E+0
197.0000	-12.960E+0	-3.882E+0
198.0000	-13.030E+0	-3.895E+0
199.0000	-13.090E+0	-3.917E+0
200.0000	-13.160E+0	-3.930E+0
201.0000	-13.230E+0	-3.898E+0
202.0000	-13.290E+0	-3.887E+0
203.0000	-13.360E+0	-3.858E+0
204.0000	-13.430E+0	-3.887E+0
205.0000	-13.490E+0	-3.919E+0
206.0000	-13.560E+0	-3.962E+0
207.0000	-13.630E+0	-4.005E+0
208.0000	-13.690E+0	-4.016E+0
209.0000	-13.760E+0	-4.027E+0
210.0000	-13.830E+0	-4.038E+0
211.0000	-13.890E+0	-4.046E+0
