Time (s)	Extension	Load
 70.0000	-4.510E+0	-136.900E-3
 71.0000	-4.580E+0	-236.200E-3
 72.0000	-4.640E+0	-475.200E-3
 73.0000	-4.710E+0	-875.200E-3
 74.0000	-4.770E+0	-1.383E+0
 75.0000	-4.840E+0	-2.040E+0
 76.0000	-4.910E+0	-2.701E+0
 77.0000	-4.980E+0	-3.463E+0
 78.0000	-5.040E+0	-4.174E+0
 79.0000	-5.110E+0	-4.956E+0
 80.0000	-5.180E+0	-5.689E+0
 81.0000	-5.240E+0	-6.395E+0
 82.0000	-5.310E+0	-7.068E+0
 83.0000	-5.380E+0	-7.713E+0
 84.0000	-5.440E+0	-8.290E+0
 85.0000	-5.510E+0	-8.859E+0
 86.0000	-5.570E+0	-9.385E+0
 87.0000	-5.640E+0	-9.906E+0
 88.0000	-5.710E+0	-10.320E+0
 89.0000	-5.780E+0	-10.750E+0
 90.0000	-5.840E+0	-11.110E+0
 91.0000	-5.910E+0	-11.430E+0
 92.0000	-5.970E+0	-11.740E+0
 93.0000	-6.040E+0	-12.030E+0
 94.0000	-6.110E+0	-12.270E+0
 95.0000	-6.180E+0	-12.510E+0
 96.0000	-6.240E+0	-12.710E+0
 97.0000	-6.310E+0	-12.890E+0
 98.0000	-6.370E+0	-13.060E+0
 99.0000	-6.440E+0	-13.210E+0
100.0000	-6.510E+0	-13.340E+0
101.0000	-6.570E+0	-13.450E+0
102.0000	-6.640E+0	-13.550E+0
103.0000	-6.710E+0	-13.630E+0
104.0000	-6.780E+0	-13.690E+0
105.0000	-6.840E+0	-13.730E+0
106.0000	-6.910E+0	-13.770E+0
107.0000	-6.980E+0	-13.780E+0
108.0000	-7.040E+0	-13.770E+0
109.0000	-7.110E+0	-13.740E+0
110.0000	-7.170E+0	-13.680E+0
111.0000	-7.240E+0	-13.550E+0
112.0000	-7.310E+0	-13.400E+0
113.0000	-7.370E+0	-13.160E+0
114.0000	-7.440E+0	-12.700E+0
115.0000	-7.510E+0	-12.270E+0
116.0000	-7.570E+0	-11.840E+0
117.0000	-7.640E+0	-11.510E+0
118.0000	-7.710E+0	-11.160E+0
119.0000	-7.770E+0	-10.680E+0
120.0000	-7.840E+0	-9.417E+0
121.0000	-7.910E+0	-8.993E+0
122.0000	-7.970E+0	-8.980E+0
123.0000	-8.040E+0	-8.966E+0
124.0000	-8.110E+0	-8.781E+0
125.0000	-8.170E+0	-8.550E+0
126.0000	-8.240E+0	-8.333E+0
127.0000	-8.310E+0	-8.121E+0
128.0000	-8.370E+0	-7.748E+0
129.0000	-8.440E+0	-7.442E+0
130.0000	-8.510E+0	-7.178E+0
131.0000	-8.570E+0	-6.918E+0
132.0000	-8.640E+0	-6.497E+0
133.0000	-8.710E+0	-6.070E+0
134.0000	-8.770E+0	-5.683E+0
135.0000	-8.840E+0	-5.415E+0
136.0000	-8.910E+0	-5.195E+0
137.0000	-8.970E+0	-5.004E+0
138.0000	-9.040E+0	-4.829E+0
139.0000	-9.110E+0	-4.564E+0
140.0000	-9.170E+0	-4.118E+0
141.0000	-9.240E+0	-3.836E+0
142.0000	-9.310E+0	-3.686E+0
143.0000	-9.370E+0	-3.600E+0
144.0000	-9.440E+0	-3.541E+0
145.0000	-9.510E+0	-3.495E+0
146.0000	-9.570E+0	-3.444E+0
147.0000	-9.640E+0	-3.393E+0
148.0000	-9.710E+0	-3.345E+0
149.0000	-9.770E+0	-3.302E+0
150.0000	-9.840E+0	-3.256E+0
151.0000	-9.910E+0	-3.216E+0
152.0000	-9.970E+0	-3.173E+0
153.0000	-10.040E+0	-3.117E+0
154.0000	-10.110E+0	-3.071E+0
155.0000	-10.170E+0	-3.020E+0
156.0000	-10.240E+0	-2.969E+0
157.0000	-10.310E+0	-2.934E+0
158.0000	-10.370E+0	-2.915E+0
159.0000	-10.440E+0	-2.897E+0
160.0000	-10.510E+0	-2.886E+0
161.0000	-10.570E+0	-2.872E+0
162.0000	-10.640E+0	-2.854E+0
163.0000	-10.710E+0	-2.840E+0
164.0000	-10.770E+0	-2.813E+0
165.0000	-10.840E+0	-2.789E+0
166.0000	-10.910E+0	-2.778E+0
167.0000	-10.970E+0	-2.768E+0
168.0000	-11.040E+0	-2.773E+0
169.0000	-11.110E+0	-2.768E+0
170.0000	-11.170E+0	-2.752E+0
171.0000	-11.240E+0	-2.736E+0
172.0000	-11.310E+0	-2.722E+0
173.0000	-11.370E+0	-2.711E+0
174.0000	-11.440E+0	-2.687E+0
175.0000	-11.510E+0	-2.663E+0
176.0000	-11.570E+0	-2.644E+0
177.0000	-11.640E+0	-2.634E+0
178.0000	-11.710E+0	-2.625E+0
179.0000	-11.770E+0	-2.604E+0
180.0000	-11.840E+0	-2.601E+0
181.0000	-11.910E+0	-2.625E+0
182.0000	-11.970E+0	-2.642E+0
183.0000	-12.040E+0	-2.650E+0
184.0000	-12.110E+0	-2.711E+0
185.0000	-12.170E+0	-2.778E+0
186.0000	-12.240E+0	-2.848E+0
187.0000	-12.310E+0	-2.902E+0
188.0000	-12.370E+0	-2.953E+0
189.0000	-12.440E+0	-3.007E+0
190.0000	-12.510E+0	-3.071E+0
191.0000	-12.570E+0	-3.141E+0
192.0000	-12.640E+0	-3.216E+0
193.0000	-12.710E+0	-3.305E+0
194.0000	-12.770E+0	-3.401E+0
195.0000	-12.840E+0	-3.501E+0
196.0000	-12.910E+0	-3.549E+0
197.0000	-12.970E+0	-3.584E+0
198.0000	-13.040E+0	-3.664E+0
199.0000	-13.110E+0	-3.737E+0
200.0000	-13.170E+0	-3.796E+0
201.0000	-13.240E+0	-3.823E+0
202.0000	-13.310E+0	-3.834E+0
203.0000	-13.370E+0	-3.866E+0
204.0000	-13.440E+0	-3.890E+0
205.0000	-13.510E+0	-3.914E+0
206.0000	-13.570E+0	-3.968E+0
207.0000	-13.640E+0	-4.051E+0
208.0000	-13.710E+0	-4.134E+0
209.0000	-13.770E+0	-4.180E+0
210.0000	-13.840E+0	-4.263E+0
211.0000	-13.910E+0	-4.317E+0
212.0000	-13.970E+0	-4.384E+0
213.0000	-14.040E+0	-4.472E+0
214.0000	-14.110E+0	-4.540E+0
215.0000	-14.170E+0	-4.599E+0
