Time (s)	Extension	Load
 70.0000	-4.570E+0	-12.890E+0
 71.0000	-4.630E+0	-13.160E+0
 72.0000	-4.700E+0	-13.420E+0
 73.0000	-4.770E+0	-13.660E+0
 74.0000	-4.830E+0	-13.880E+0
 75.0000	-4.900E+0	-14.080E+0
 76.0000	-4.970E+0	-14.250E+0
 77.0000	-5.030E+0	-14.420E+0
 78.0000	-5.100E+0	-14.560E+0
 79.0000	-5.170E+0	-14.680E+0
 80.0000	-5.230E+0	-14.780E+0
 81.0000	-5.300E+0	-14.870E+0
 82.0000	-5.370E+0	-14.930E+0
 83.0000	-5.430E+0	-14.980E+0
 84.0000	-5.500E+0	-15.000E+0
 85.0000	-5.570E+0	-15.000E+0
 86.0000	-5.630E+0	-14.970E+0
 87.0000	-5.700E+0	-14.900E+0
 88.0000	-5.770E+0	-14.790E+0
 89.0000	-5.830E+0	-14.590E+0
 90.0000	-5.900E+0	-14.080E+0
 91.0000	-5.970E+0	-13.330E+0
 92.0000	-6.030E+0	-12.090E+0
 93.0000	-6.100E+0	-11.170E+0
 94.0000	-6.170E+0	-10.570E+0
 95.0000	-6.230E+0	-9.911E+0
 96.0000	-6.300E+0	-9.358E+0
 97.0000	-6.370E+0	-8.832E+0
 98.0000	-6.430E+0	-8.389E+0
 99.0000	-6.500E+0	-7.884E+0
100.0000	-6.570E+0	-7.208E+0
101.0000	-6.630E+0	-6.502E+0
102.0000	-6.700E+0	-6.024E+0
103.0000	-6.770E+0	-5.530E+0
104.0000	-6.830E+0	-5.227E+0
105.0000	-6.900E+0	-4.991E+0
106.0000	-6.970E+0	-4.690E+0
107.0000	-7.030E+0	-4.561E+0
108.0000	-7.100E+0	-4.459E+0
109.0000	-7.170E+0	-4.376E+0
110.0000	-7.230E+0	-4.309E+0
111.0000	-7.300E+0	-4.242E+0
112.0000	-7.370E+0	-4.164E+0
113.0000	-7.430E+0	-4.021E+0
114.0000	-7.500E+0	-3.925E+0
115.0000	-7.570E+0	-3.847E+0
116.0000	-7.630E+0	-3.783E+0
117.0000	-7.700E+0	-3.723E+0
118.0000	-7.770E+0	-3.686E+0
119.0000	-7.830E+0	-3.651E+0
120.0000	-7.900E+0	-3.632E+0
121.0000	-7.970E+0	-3.611E+0
122.0000	-8.030E+0	-3.600E+0
123.0000	-8.100E+0	-3.589E+0
124.0000	-8.170E+0	-3.589E+0
125.0000	-8.230E+0	-3.584E+0
126.0000	-8.300E+0	-3.584E+0
127.0000	-8.370E+0	-3.584E+0
128.0000	-8.430E+0	-3.584E+0
129.0000	-8.500E+0	-3.592E+0
130.0000	-8.570E+0	-3.603E+0
131.0000	-8.630E+0	-3.616E+0
132.0000	-8.700E+0	-3.627E+0
133.0000	-8.770E+0	-3.632E+0
134.0000	-8.830E+0	-3.646E+0
135.0000	-8.900E+0	-3.662E+0
136.0000	-8.970E+0	-3.662E+0
137.0000	-9.030E+0	-3.670E+0
138.0000	-9.100E+0	-3.680E+0
139.0000	-9.170E+0	-3.699E+0
140.0000	-9.230E+0	-3.713E+0
141.0000	-9.300E+0	-3.723E+0
142.0000	-9.370E+0	-3.734E+0
143.0000	-9.430E+0	-3.729E+0
144.0000	-9.500E+0	-3.748E+0
145.0000	-9.570E+0	-3.758E+0
146.0000	-9.630E+0	-3.777E+0
147.0000	-9.700E+0	-3.793E+0
148.0000	-9.770E+0	-3.788E+0
149.0000	-9.830E+0	-3.788E+0
150.0000	-9.900E+0	-3.774E+0
151.0000	-9.970E+0	-3.772E+0
152.0000	-10.030E+0	-3.764E+0
153.0000	-10.100E+0	-3.713E+0
154.0000	-10.170E+0	-3.675E+0
155.0000	-10.230E+0	-3.654E+0
156.0000	-10.300E+0	-3.643E+0
157.0000	-10.370E+0	-3.603E+0
158.0000	-10.430E+0	-3.519E+0
159.0000	-10.500E+0	-3.485E+0
160.0000	-10.570E+0	-3.468E+0
161.0000	-10.630E+0	-3.417E+0
162.0000	-10.700E+0	-3.415E+0
163.0000	-10.770E+0	-3.409E+0
164.0000	-10.830E+0	-3.374E+0
165.0000	-10.900E+0	-3.364E+0
166.0000	-10.970E+0	-3.323E+0
167.0000	-11.030E+0	-3.307E+0
168.0000	-11.100E+0	-3.315E+0
169.0000	-11.170E+0	-3.329E+0
170.0000	-11.230E+0	-3.334E+0
171.0000	-11.300E+0	-3.342E+0
172.0000	-11.340E+0	-3.267E+0
173.0000	-11.340E+0	-3.098E+0
