Time (s)	Extension	Load
 71.0000	-4.480E+0	-1.576E+0
 72.0000	-4.540E+0	-2.105E+0
 73.0000	-4.610E+0	-2.652E+0
 74.0000	-4.680E+0	-3.211E+0
 75.0000	-4.740E+0	-3.766E+0
 76.0000	-4.810E+0	-4.325E+0
 77.0000	-4.880E+0	-4.875E+0
 78.0000	-4.940E+0	-5.420E+0
 79.0000	-5.010E+0	-5.962E+0
 80.0000	-5.080E+0	-6.491E+0
 81.0000	-5.140E+0	-7.012E+0
 82.0000	-5.210E+0	-7.525E+0
 83.0000	-5.280E+0	-8.029E+0
 84.0000	-5.340E+0	-8.518E+0
 85.0000	-5.410E+0	-8.996E+0
 86.0000	-5.480E+0	-9.450E+0
 87.0000	-5.540E+0	-9.895E+0
 88.0000	-5.610E+0	-10.300E+0
 89.0000	-5.680E+0	-10.670E+0
 90.0000	-5.740E+0	-11.010E+0
 91.0000	-5.810E+0	-11.330E+0
 92.0000	-5.880E+0	-11.620E+0
 93.0000	-5.940E+0	-11.890E+0
 94.0000	-6.010E+0	-12.130E+0
 95.0000	-6.080E+0	-12.340E+0
 96.0000	-6.140E+0	-12.540E+0
 97.0000	-6.210E+0	-12.710E+0
 98.0000	-6.280E+0	-12.850E+0
 99.0000	-6.340E+0	-12.980E+0
100.0000	-6.410E+0	-13.080E+0
101.0000	-6.480E+0	-13.150E+0
102.0000	-6.540E+0	-13.190E+0
103.0000	-6.610E+0	-13.200E+0
104.0000	-6.680E+0	-13.140E+0
105.0000	-6.740E+0	-13.000E+0
106.0000	-6.810E+0	-12.760E+0
107.0000	-6.880E+0	-12.390E+0
108.0000	-6.940E+0	-12.000E+0
109.0000	-7.010E+0	-11.540E+0
110.0000	-7.080E+0	-11.050E+0
111.0000	-7.140E+0	-10.540E+0
112.0000	-7.210E+0	-10.080E+0
113.0000	-7.280E+0	-9.648E+0
114.0000	-7.340E+0	-9.256E+0
115.0000	-7.410E+0	-8.923E+0
116.0000	-7.480E+0	-8.633E+0
117.0000	-7.540E+0	-8.397E+0
118.0000	-7.610E+0	-8.177E+0
119.0000	-7.680E+0	-7.917E+0
120.0000	-7.740E+0	-7.509E+0
121.0000	-7.810E+0	-6.953E+0
122.0000	-7.880E+0	-6.451E+0
123.0000	-7.940E+0	-6.067E+0
124.0000	-8.010E+0	-5.782E+0
125.0000	-8.080E+0	-5.527E+0
126.0000	-8.140E+0	-5.187E+0
127.0000	-8.210E+0	-4.929E+0
128.0000	-8.280E+0	-4.778E+0
129.0000	-8.340E+0	-4.650E+0
130.0000	-8.410E+0	-4.542E+0
131.0000	-8.480E+0	-4.446E+0
132.0000	-8.540E+0	-4.336E+0
133.0000	-8.610E+0	-4.164E+0
134.0000	-8.680E+0	-4.040E+0
135.0000	-8.740E+0	-3.938E+0
136.0000	-8.810E+0	-3.855E+0
137.0000	-8.880E+0	-3.791E+0
138.0000	-8.940E+0	-3.737E+0
139.0000	-9.010E+0	-3.683E+0
140.0000	-9.080E+0	-3.635E+0
141.0000	-9.140E+0	-3.592E+0
142.0000	-9.210E+0	-3.554E+0
143.0000	-9.280E+0	-3.519E+0
144.0000	-9.340E+0	-3.495E+0
145.0000	-9.410E+0	-3.476E+0
146.0000	-9.480E+0	-3.463E+0
147.0000	-9.540E+0	-3.444E+0
148.0000	-9.610E+0	-3.425E+0
149.0000	-9.680E+0	-3.409E+0
150.0000	-9.740E+0	-3.396E+0
151.0000	-9.810E+0	-3.383E+0
152.0000	-9.880E+0	-3.369E+0
153.0000	-9.940E+0	-3.348E+0
154.0000	-10.010E+0	-3.337E+0
155.0000	-10.080E+0	-3.323E+0
156.0000	-10.140E+0	-3.313E+0
157.0000	-10.210E+0	-3.299E+0
158.0000	-10.280E+0	-3.289E+0
159.0000	-10.340E+0	-3.275E+0
160.0000	-10.410E+0	-3.267E+0
161.0000	-10.480E+0	-3.264E+0
162.0000	-10.540E+0	-3.262E+0
163.0000	-10.610E+0	-3.256E+0
164.0000	-10.680E+0	-3.246E+0
165.0000	-10.740E+0	-3.235E+0
166.0000	-10.810E+0	-3.232E+0
167.0000	-10.880E+0	-3.229E+0
168.0000	-10.940E+0	-3.232E+0
169.0000	-11.010E+0	-3.240E+0
170.0000	-11.080E+0	-3.248E+0
171.0000	-11.140E+0	-3.256E+0
172.0000	-11.210E+0	-3.256E+0
173.0000	-11.280E+0	-3.254E+0
174.0000	-11.340E+0	-3.213E+0
175.0000	-11.410E+0	-3.216E+0
176.0000	-11.480E+0	-3.227E+0
177.0000	-11.540E+0	-3.240E+0
178.0000	-11.610E+0	-3.254E+0
179.0000	-11.680E+0	-3.272E+0
180.0000	-11.740E+0	-3.291E+0
181.0000	-11.810E+0	-3.313E+0
182.0000	-11.880E+0	-3.340E+0
183.0000	-11.940E+0	-3.364E+0
184.0000	-12.010E+0	-3.385E+0
185.0000	-12.080E+0	-3.412E+0
186.0000	-12.140E+0	-3.436E+0
187.0000	-12.210E+0	-3.487E+0
188.0000	-12.280E+0	-3.562E+0
189.0000	-12.340E+0	-3.632E+0
190.0000	-12.410E+0	-3.699E+0
191.0000	-12.480E+0	-3.756E+0
192.0000	-12.540E+0	-3.804E+0
193.0000	-12.610E+0	-3.844E+0
194.0000	-12.680E+0	-3.879E+0
195.0000	-12.740E+0	-3.909E+0
196.0000	-12.810E+0	-3.933E+0
197.0000	-12.880E+0	-3.946E+0
198.0000	-12.940E+0	-3.954E+0
199.0000	-13.010E+0	-3.957E+0
200.0000	-13.080E+0	-3.968E+0
201.0000	-13.140E+0	-3.987E+0
202.0000	-13.210E+0	-4.011E+0
203.0000	-13.280E+0	-4.035E+0
204.0000	-13.340E+0	-4.048E+0
205.0000	-13.410E+0	-4.062E+0
206.0000	-13.480E+0	-4.075E+0
207.0000	-13.540E+0	-4.064E+0
208.0000	-13.610E+0	-4.089E+0
209.0000	-13.680E+0	-4.110E+0
210.0000	-13.740E+0	-4.110E+0
211.0000	-13.810E+0	-4.107E+0
212.0000	-13.880E+0	-4.091E+0
213.0000	-13.940E+0	-4.005E+0
214.0000	-14.010E+0	-4.008E+0
215.0000	-14.080E+0	-4.024E+0
216.0000	-14.140E+0	-4.038E+0
217.0000	-14.210E+0	-4.064E+0
218.0000	-14.280E+0	-4.099E+0
219.0000	-14.340E+0	-4.121E+0
220.0000	-14.410E+0	-4.153E+0
221.0000	-14.480E+0	-4.196E+0
222.0000	-14.540E+0	-4.260E+0
223.0000	-14.610E+0	-4.322E+0
224.0000	-14.680E+0	-4.392E+0
225.0000	-14.740E+0	-4.470E+0
226.0000	-14.810E+0	-4.550E+0
227.0000	-14.880E+0	-4.623E+0
228.0000	-14.940E+0	-4.695E+0
229.0000	-15.010E+0	-4.757E+0
230.0000	-15.080E+0	-4.840E+0
231.0000	-15.140E+0	-4.931E+0
232.0000	-15.210E+0	-5.025E+0
233.0000	-15.280E+0	-5.119E+0
234.0000	-15.340E+0	-5.221E+0
235.0000	-15.410E+0	-5.337E+0
236.0000	-15.480E+0	-5.452E+0
237.0000	-15.540E+0	-5.578E+0
238.0000	-15.610E+0	-5.697E+0
239.0000	-15.680E+0	-5.817E+0
240.0000	-15.740E+0	-5.952E+0
241.0000	-15.810E+0	-6.089E+0
242.0000	-15.880E+0	-6.228E+0
243.0000	-15.940E+0	-6.373E+0
244.0000	-16.010E+0	-6.529E+0
245.0000	-16.080E+0	-6.690E+0
246.0000	-16.140E+0	-6.838E+0
247.0000	-16.210E+0	-6.988E+0
248.0000	-16.280E+0	-7.127E+0
249.0000	-16.340E+0	-7.248E+0
250.0000	-16.410E+0	-7.361E+0
251.0000	-16.480E+0	-7.466E+0
252.0000	-16.540E+0	-7.592E+0
253.0000	-16.610E+0	-7.726E+0
254.0000	-16.680E+0	-7.868E+0
255.0000	-16.740E+0	-8.000E+0
256.0000	-16.810E+0	-8.115E+0
257.0000	-16.880E+0	-8.204E+0
258.0000	-16.940E+0	-8.252E+0
259.0000	-17.010E+0	-8.333E+0
260.0000	-17.080E+0	-8.432E+0
261.0000	-17.140E+0	-8.580E+0
262.0000	-17.210E+0	-8.746E+0
263.0000	-17.280E+0	-8.899E+0
264.0000	-17.340E+0	-9.012E+0
265.0000	-17.410E+0	-9.114E+0
266.0000	-17.480E+0	-9.154E+0
267.0000	-17.540E+0	-9.178E+0
268.0000	-17.610E+0	-9.176E+0
269.0000	-17.680E+0	-9.125E+0
270.0000	-17.740E+0	-8.996E+0
271.0000	-17.810E+0	-8.781E+0
272.0000	-17.880E+0	-8.596E+0
273.0000	-17.940E+0	-8.451E+0
274.0000	-18.010E+0	-8.344E+0
275.0000	-18.080E+0	-8.169E+0
276.0000	-18.140E+0	-8.056E+0
277.0000	-18.210E+0	-7.965E+0
278.0000	-18.280E+0	-7.909E+0
279.0000	-18.340E+0	-7.860E+0
280.0000	-18.410E+0	-7.782E+0
281.0000	-18.480E+0	-7.758E+0
282.0000	-18.540E+0	-7.737E+0
283.0000	-18.610E+0	-7.729E+0
284.0000	-18.680E+0	-7.745E+0
285.0000	-18.740E+0	-7.742E+0
286.0000	-18.810E+0	-7.629E+0
287.0000	-18.880E+0	-7.460E+0
288.0000	-18.940E+0	-7.326E+0
289.0000	-19.010E+0	-7.184E+0
290.0000	-19.080E+0	-7.071E+0
291.0000	-19.140E+0	-6.953E+0
292.0000	-19.210E+0	-6.864E+0
293.0000	-19.280E+0	-6.719E+0
294.0000	-19.340E+0	-6.534E+0
295.0000	-19.410E+0	-6.038E+0
296.0000	-19.480E+0	-5.893E+0
297.0000	-19.540E+0	-5.844E+0
298.0000	-19.610E+0	-5.844E+0
299.0000	-19.680E+0	-5.844E+0
300.0000	-19.740E+0	-5.823E+0
301.0000	-19.810E+0	-5.828E+0
302.0000	-19.880E+0	-5.812E+0
303.0000	-19.940E+0	-5.791E+0
304.0000	-20.010E+0	-5.807E+0
305.0000	-20.080E+0	-5.833E+0
306.0000	-20.140E+0	-5.817E+0
307.0000	-20.210E+0	-5.831E+0
308.0000	-20.280E+0	-5.852E+0
309.0000	-20.340E+0	-5.890E+0
